codigo,detalle,costo,alicuota_iva,punto_pedido,marca,rubro,codigo_barra
24266,RETEN CIGUEÑAL ILLINOIS 24266,53800,21,5,Illinois,JUNTAS,7792000001877
27336,JUNTA TAPA VALVULA ILLINOIS 27336,18800,21,6,Illinois,JUNTAS,7792000001878
20614,RETEN CIGUEÑAL ILLINOIS 20614,54200,21,5,Illinois,JUNTAS,7792000001879
4827,RETEN CIGUEÑAL TARANTO 4827,9500,21,24,Taranto,JUNTAS,7792000001880
3602,JUNTA TAPA VALVULA TARANTO 3602,17000,21,8,Taranto,JUNTAS,7792000001881
4004,JUNTA TAPA VALVULA TARANTO 4004,59700,21,4,Taranto,JUNTAS,7792000001882
3324,JUNTA TAPA VALVULA TARANTO 3324,11200,21,6,Taranto,JUNTAS,7792000001883
3180,KIT JUNTAS MOTOR TARANTO 3180,57300,21,6,Taranto,JUNTAS,7792000001884
22433,RETEN CIGUEÑAL ILLINOIS 22433,46600,21,5,Illinois,JUNTAS,7792000001885
4043,JUNTA TAPA VALVULA TARANTO 4043,55700,21,6,Taranto,JUNTAS,7792000001886
28534,KIT JUNTAS MOTOR ILLINOIS 28534,42800,21,4,Illinois,JUNTAS,7792000001887
29600,JUNTA TAPA CILINDRO ILLINOIS 29600,58900,21,6,Illinois,JUNTAS,7792000001888
3410,KIT JUNTAS MOTOR TARANTO 3410,11000,21,6,Taranto,JUNTAS,7792000001889
25087,KIT JUNTAS MOTOR ILLINOIS 25087,21300,21,10,Illinois,JUNTAS,7792000001890
4821,JUNTA TAPA VALVULA TARANTO 4821,35200,21,5,Taranto,JUNTAS,7792000001891
23592,RETEN CIGUEÑAL ILLINOIS 23592,38500,21,4,Illinois,JUNTAS,7792000001892
2954,KIT JUNTAS MOTOR TARANTO 2954,10200,21,6,Taranto,JUNTAS,7792000001893
2550,JUNTA TAPA VALVULA TARANTO 2550,63700,21,4,Taranto,JUNTAS,7792000001894
25801,RETEN CIGUEÑAL ILLINOIS 25801,18100,21,6,Illinois,JUNTAS,7792000001895
27385,RETEN CIGUEÑAL ILLINOIS 27385,27000,21,5,Illinois,JUNTAS,7792000001896
21090,JUNTA TAPA CILINDRO ILLINOIS 21090,31900,21,6,Illinois,JUNTAS,7792000001897
3375,RETEN CIGUEÑAL TARANTO 3375,55900,21,4,Taranto,JUNTAS,7792000001898
2536,KIT JUNTAS MOTOR TARANTO 2536,69800,21,3,Taranto,JUNTAS,7792000001899
3008,JUNTA TAPA CILINDRO TARANTO 3008,42800,21,5,Taranto,JUNTAS,7792000001900
4020,RETEN CIGUEÑAL TARANTO 4020,52400,21,4,Taranto,JUNTAS,7792000001901
27072,KIT JUNTAS MOTOR ILLINOIS 27072,42800,21,4,Illinois,JUNTAS,7792000001902
3419,RETEN CIGUEÑAL TARANTO 3419,31100,21,5,Taranto,JUNTAS,7792000001903
23890,KIT JUNTAS MOTOR ILLINOIS 23890,30600,21,5,Illinois,JUNTAS,7792000001904
6041-2RS,PUNTA EJE SKF 6041-2RS,62200,21,4,SKF,TRANSMISION,7792000001905
DPA7057,HOMOCINETICA DPA DPA7057,108100,21,3,DPA,TRANSMISION,7792000001906
CV2761,CRUCETA CARDAN CORVEN CV2761,64100,21,4,Corven,TRANSMISION,7792000001907
DPA9182,CRUCETA CARDAN DPA DPA9182,92400,21,3,DPA,TRANSMISION,7792000001908
CV9631,CRUCETA CARDAN CORVEN CV9631,55600,21,6,Corven,TRANSMISION,7792000001909
DPA6177,PUNTA EJE DPA DPA6177,89100,21,4,DPA,TRANSMISION,7792000001910
DPA9390,PUNTA EJE DPA DPA9390,35300,21,3,DPA,TRANSMISION,7792000001911
DPA4393,CRUCETA CARDAN DPA DPA4393,84100,21,2,DPA,TRANSMISION,7792000001912
DPA9638,CRUCETA CARDAN DPA DPA9638,27800,21,3,DPA,TRANSMISION,7792000001913
DPA5600,CRUCETA CARDAN DPA DPA5600,31900,21,6,DPA,TRANSMISION,7792000001914
6096-2RS,PUNTA EJE SKF 6096-2RS,92000,21,2,SKF,TRANSMISION,7792000001915
DPA9261,CRUCETA CARDAN DPA DPA9261,69600,21,3,DPA,TRANSMISION,7792000001916
6272-2RS,CRUCETA CARDAN SKF 6272-2RS,93300,21,2,SKF,TRANSMISION,7792000001917
VKM12159,CRUCETA CARDAN SKF VKM12159,43600,21,3,SKF,TRANSMISION,7792000001918
CV9391,HOMOCINETICA CORVEN CV9391,34500,21,3,Corven,TRANSMISION,7792000001919
CV7323,HOMOCINETICA CORVEN CV7323,107400,21,4,Corven,TRANSMISION,7792000001920
6270-2RS,PUNTA EJE SKF 6270-2RS,105900,21,3,SKF,TRANSMISION,7792000001921
DPA1677,CRUCETA CARDAN DPA DPA1677,57900,21,4,DPA,TRANSMISION,7792000001922
DPA2712,CRUCETA CARDAN DPA DPA2712,41900,21,6,DPA,TRANSMISION,7792000001923
DPA4248,CRUCETA CARDAN DPA DPA4248,73500,21,2,DPA,TRANSMISION,7792000001924
CV6737,HOMOCINETICA CORVEN CV6737,37000,21,4,Corven,TRANSMISION,7792000001925
CV1654,CRUCETA CARDAN CORVEN CV1654,51200,21,5,Corven,TRANSMISION,7792000001926
DPA2037,HOMOCINETICA DPA DPA2037,52300,21,5,DPA,TRANSMISION,7792000001927
6161-2RS,PUNTA EJE SKF 6161-2RS,76300,21,2,SKF,TRANSMISION,7792000001928
VKM11715,CRUCETA CARDAN SKF VKM11715,57200,21,5,SKF,TRANSMISION,7792000001929
6200-2RS,PUNTA EJE SKF 6200-2RS,112800,21,2,SKF,TRANSMISION,7792000001930
DPA7285,HOMOCINETICA DPA DPA7285,105300,21,3,DPA,TRANSMISION,7792000001931
DPA8174,HOMOCINETICA DPA DPA8174,93900,21,4,DPA,TRANSMISION,7792000001932
DPA9054,PUNTA EJE DPA DPA9054,77100,21,3,DPA,TRANSMISION,7792000001933
DPA9477,CRUCETA CARDAN DPA DPA9477,60900,21,3,DPA,TRANSMISION,7792000001934
VKBA3632,CRUCETA CARDAN SKF VKBA3632,30100,21,6,SKF,TRANSMISION,7792000001935
6316-2RS,PUNTA EJE SKF 6316-2RS,113500,21,2,SKF,TRANSMISION,7792000001936
CV7981,CRUCETA CARDAN CORVEN CV7981,78100,21,3,Corven,TRANSMISION,7792000001937
VKM12593,HOMOCINETICA SKF VKM12593,33900,21,3,SKF,TRANSMISION,7792000001938
6090-2RS,CRUCETA CARDAN SKF 6090-2RS,80600,21,3,SKF,TRANSMISION,7792000001939
DPA1556,HOMOCINETICA DPA DPA1556,92300,21,3,DPA,TRANSMISION,7792000001940
CV7767,PUNTA EJE CORVEN CV7767,41400,21,3,Corven,TRANSMISION,7792000001941
CV7987,PUNTA EJE CORVEN CV7987,118600,21,3,Corven,TRANSMISION,7792000001942
CV5771,CRUCETA CARDAN CORVEN CV5771,35000,21,5,Corven,TRANSMISION,7792000001943
CV3514,PUNTA EJE CORVEN CV3514,63800,21,3,Corven,TRANSMISION,7792000001944
VKBA3674,HOMOCINETICA SKF VKBA3674,57900,21,3,SKF,TRANSMISION,7792000001945
DPA3065,HOMOCINETICA DPA DPA3065,102600,21,2,DPA,TRANSMISION,7792000001946
VKM12290,HOMOCINETICA SKF VKM12290,30800,21,6,SKF,TRANSMISION,7792000001947
CV2023,PUNTA EJE CORVEN CV2023,38800,21,3,Corven,TRANSMISION,7792000001948
VKBA3609,HOMOCINETICA SKF VKBA3609,99500,21,4,SKF,TRANSMISION,7792000001949
VKBA3465,HOMOCINETICA SKF VKBA3465,49000,21,4,SKF,TRANSMISION,7792000001950
VKBA3664,PUNTA EJE SKF VKBA3664,45500,21,6,SKF,TRANSMISION,7792000001951
DPA8556,CRUCETA CARDAN DPA DPA8556,76900,21,2,DPA,TRANSMISION,7792000001952
VKBA3622,PUNTA EJE SKF VKBA3622,97600,21,4,SKF,TRANSMISION,7792000001953
CV7934,HOMOCINETICA CORVEN CV7934,63400,21,4,Corven,TRANSMISION,7792000001954
CV8765,CRUCETA CARDAN CORVEN CV8765,103300,21,3,Corven,TRANSMISION,7792000001955
DPA4586,CRUCETA CARDAN DPA DPA4586,58500,21,6,DPA,TRANSMISION,7792000001956
DPA1996,HOMOCINETICA DPA DPA1996,73300,21,4,DPA,TRANSMISION,7792000001957
DPA1934,PUNTA EJE DPA DPA1934,41500,21,4,DPA,TRANSMISION,7792000001958
CV8329,CRUCETA CARDAN CORVEN CV8329,52900,21,6,Corven,TRANSMISION,7792000001959
DPA7208,PUNTA EJE DPA DPA7208,72500,21,4,DPA,TRANSMISION,7792000001960
DPA1481,HOMOCINETICA DPA DPA1481,32100,21,5,DPA,TRANSMISION,7792000001961
DPA8638,CRUCETA CARDAN DPA DPA8638,40400,21,4,DPA,TRANSMISION,7792000001962
CV8725,CRUCETA CARDAN CORVEN CV8725,28000,21,4,Corven,TRANSMISION,7792000001963
VKBA3418,PUNTA EJE SKF VKBA3418,33700,21,4,SKF,TRANSMISION,7792000001964
DPA3183,PUNTA EJE DPA DPA3183,44800,21,6,DPA,TRANSMISION,7792000001965
DPA5114,HOMOCINETICA DPA DPA5114,43200,21,4,DPA,TRANSMISION,7792000001966
DPA1884,CRUCETA CARDAN DPA DPA1884,81300,21,3,DPA,TRANSMISION,7792000001967
DPA6490,HOMOCINETICA DPA DPA6490,51600,21,6,DPA,TRANSMISION,7792000001968
CV5546,HOMOCINETICA CORVEN CV5546,31500,21,5,Corven,TRANSMISION,7792000001969
CV3306,PUNTA EJE CORVEN CV3306,33000,21,6,Corven,TRANSMISION,7792000001970
CV4324,CRUCETA CARDAN CORVEN CV4324,48400,21,3,Corven,TRANSMISION,7792000001971
6179-2RS,HOMOCINETICA SKF 6179-2RS,45100,21,5,SKF,TRANSMISION,7792000001972
6290-2RS,HOMOCINETICA SKF 6290-2RS,89600,21,4,SKF,TRANSMISION,7792000001973
VKM13390,HOMOCINETICA SKF VKM13390,47900,21,6,SKF,TRANSMISION,7792000001974
CV5153,HOMOCINETICA CORVEN CV5153,60000,21,3,Corven,TRANSMISION,7792000001975
CV9107,CRUCETA CARDAN CORVEN CV9107,62900,21,3,Corven,TRANSMISION,7792000001976
DPA3050,CRUCETA CARDAN DPA DPA3050,88000,21,2,DPA,TRANSMISION,7792000001977
DPA2179,CRUCETA CARDAN DPA DPA2179,33900,21,5,DPA,TRANSMISION,7792000001978
DPA3786,PUNTA EJE DPA DPA3786,58000,21,4,DPA,TRANSMISION,7792000001979
DPA2595,HOMOCINETICA DPA DPA2595,40000,21,5,DPA,TRANSMISION,7792000001980
